"INTEGRATIONNAME"~|~"ARCHIVENAME"~|~"PROGRAMNAME"~|~"ARTIFACTTYPE"~|~"ATTRIBUTENAME"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"Customer/Subscriptions/JDEINSERTS/APNettingIndicator"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"Customer/Subscriptions/JDEINSERTS/AddressType"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"Customer/Subscriptions/JDEINSERTS/ElectronicAddressType"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"Customer/Subscriptions/JDEINSERTS/ProgramId"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"Customer/TEN_INT"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"Customer/ValueType"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"Customer/ZERO_INT"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"Customer/ZERO_STR"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"DirLedger"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"DirTrace"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"HawkEnabled"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemForecast/AEXP"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemForecast/BPFC"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemForecast/BusinessKey"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemForecast/CTMSCustomerPubTopicName"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemForecast/DCTO"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemForecast/Destination"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemForecast/ExchangeFormat"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemForecast/FAM"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemForecast/FilenameAddon"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemForecast/GroupId"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemForecast/ItemsForecastTimeout"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemForecast/JOBN"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemForecast/MCUBusinessunit"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemForecast/PID"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemForecast/ProtocolCustomeReplyTopic"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemForecast/ProtocolCustomerSender"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemForecast/ProtocolItemQueueSender"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemForecast/RemidiationQueue"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemForecast/Source"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemForecast/TDAT"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemForecast/TYPF"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemForecast/USER"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemForecast/YR"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemMaster/ADBItemCostDestination"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemMaster/ADBItemMasterDestination"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemMaster/ADBItemMasterTagDestination"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemMaster/Autosys/AutosysQueue"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemMaster/Autosys/ServiceID"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemMaster/BusinessErrorGroup"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemMaster/BusinessKey"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemMaster/CustomAdapterCstSuppliesItemDestination"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemMaster/Destination"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemMaster/ENDPOINTURL"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemMaster/ExchangeFormat"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemMaster/ItemJdbcTimeOut"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemMaster/ItemMasterConinicalPublishDestiation"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemMaster/PollingIntervalMS"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemMaster/RemediationQueue"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemMaster/Source"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemMaster/SystemErrorGroup"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ItemMaster/maxRows"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"JmsProviderUrl"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"JmsSslProviderUrl"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ProctocolStatusCharacteristics/ActivityTimeOut"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ProctocolStatusCharacteristics/AdapterTrialCountryQueueName"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ProctocolStatusCharacteristics/AdapterTrialQueueName"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ProctocolStatusCharacteristics/AdapterTrialUnitQueueName"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ProctocolStatusCharacteristics/DeactivateCustomer"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ProctocolStatusCharacteristics/Destination"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ProctocolStatusCharacteristics/FileNameAddOn"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ProctocolStatusCharacteristics/Protocol"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ProctocolStatusCharacteristics/Protocol_Country"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ProctocolStatusCharacteristics/Protocol_Country_Site"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ProctocolStatusCharacteristics/Protocol_Status"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ProctocolStatusCharacteristics/Source"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ProctocolStatusCharacteristics/TIBHawkDaemon"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ProctocolStatusCharacteristics/TIBHawkNetwork"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ProctocolStatusCharacteristics/TargetQueueName"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ProctocolStatusCharacteristics/TrialCountryTableName"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ProctocolStatusCharacteristics/TrialTableName"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"ProctocolStatusCharacteristics/TrialUnitTableName"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"PurchaseOrder/ADBAdapterSubjectName"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"PurchaseOrder/BUSINESSKEY"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"PurchaseOrder/DESTINATION"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"PurchaseOrder/JDE_SETUP/DOCO_HEADER_PREFIX"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"PurchaseOrder/JDE_SETUP/PDNXTR_BEF"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"PurchaseOrder/JDE_SETUP/PHDCTO"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"PurchaseOrder/JDE_SETUP/PHMCU"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"PurchaseOrder/POPUBSUBNAME"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"PurchaseOrder/SOURCE"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"RemediationService/Destination"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"RemediationService/ErrorID"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"RemediationService/Source"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"RemoteRvDaemon"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"RepoInstances"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"RvDaemon"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"RvNetwork"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"RvService"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"RvaHost"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"RvaPort"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/CTMSJDBCConnectionParameters/CTMSDBPassword"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/CTMSJDBCConnectionParameters/CTMSDBUrl"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/CTMSJDBCConnectionParameters/CTMSDBUsername"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/EndPointURL/ItemMaster/URL"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/EndPointURL/UpdatedShipOrder/URL"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/HTTPConnection/CustomerMaster/host"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/HTTPConnection/CustomerMaster/port"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/HTTPConnection/ProtocolStatus/host"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/HTTPConnection/ProtocolStatus/port"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/HTTPConnection/ShipOrder/host"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/HTTPConnection/ShipOrder/port"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/HTTPConnection/host"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/HTTPConnection/port"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/JDECTLJDBCConnectionParameters/JDECTLDBPassword"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/JDECTLJDBCConnectionParameters/JDECTLDBURL"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/JDECTLJDBCConnectionParameters/JDECTLDBUser"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/JDEJDBCConnectionParameters/JDBCTimeout"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/JDEJDBCConnectionParameters/JDEDBPassword"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/JDEJDBCConnectionParameters/JDEDBURL"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/JDEJDBCConnectionParameters/JDEDBUser"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/JDEJDBCConnectionParameters/MAXROW"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/JDEPUBJDBCConnectionParameters/JDEPUBDBPassword"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/JDEPUBJDBCConnectionParameters/JDEPUBDBPassword1"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/JDEPUBJDBCConnectionParameters/JDEPUBDBUrl"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/JDEPUBJDBCConnectionParameters/JDEPUBDBUser"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/JDEPUBJDBCConnectionParameters/JDEPUBDB_ODBC"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/JMSConnectionParameters/JMSPassword"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/JMSConnectionParameters/JMSProviderUrl"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/JMSConnectionParameters/JMSUsername"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/JMSConnectionParameters/MaxSessions"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/JMSConnectionParameters/QueueConnectionFactoryName"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/JMSConnectionParameters/TopicConnectionFactoryName"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/RDRConnectionparameter/ConnectionURL"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/RDRConnectionparameter/MAXROW"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/RDRConnectionparameter/MaxConnection"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/RDRConnectionparameter/RDRPassword"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/RDRConnectionparameter/RDRTime"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/RDRConnectionparameter/RDRTimeOut"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/RDRConnectionparameter/RDRUserName"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedParameters/RDRConnectionparameter/RDRloginTimeOut"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedServices/ErrorHandling/Action"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedServices/ErrorHandling/BusinessKey"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedServices/ErrorHandling/Destination"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedServices/ErrorHandling/EHClientRequestQueue"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedServices/ErrorHandling/EHWebServicesClientSoapReplyQueue"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedServices/ErrorHandling/EHWebservicesClientFaultReplyQueue"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedServices/ErrorHandling/Environment"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedServices/ErrorHandling/ErrorGroupIds/BusinessErrorGroupId"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedServices/ErrorHandling/ErrorGroupIds/SystemErrorGroupId"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedServices/ErrorHandling/ExchangeFormat"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedServices/ErrorHandling/Identity"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedServices/ErrorHandling/Identitypassword"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedServices/ErrorHandling/IntegrationName"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedServices/ErrorHandling/JMS/JmsURL"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedServices/ErrorHandling/JMS/JmsUser"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedServices/ErrorHandling/JMS/JmsUserPassword"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedServices/ErrorHandling/NotificationCount"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedServices/ErrorHandling/RemediationDestination"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedServices/ErrorHandling/RequestURL"
"JDE_PURCHASEORDERRECEIPT"~|~"ZPurchaseOrderJdeInboundService.ear"~|~"MRL-CLSB"~|~"BW"~|~"SharedServices/ErrorHandling/RetryCount"
