"INTEGRATIONNAME"~|~"ARCHIVENAME"~|~"PROGRAMNAME"~|~"ARTIFACTTYPE"~|~"ATTRIBUTENAME"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-4/File_M6_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-4/File_M7_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-4/File_M8_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-4/File_ZA_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-4/JDBC_SubsetSize"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-4/JDBC_TimeOut"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-4/OUTPUT_Directory"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-4/OUTPUT_End_DC"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-4/OUTPUT_End_DM"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-4/OUTPUT_End_JIS"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-4/OUTPUT_End_MM"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-4/OUTPUT_End_PM"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-4/OUTPUT_End_PR"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-4/OUTPUT_End_RW"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-4/OUTPUT_End_SD"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-4/OUTPUT_End_SG"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-4/OUTPUT_End_SM"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-4/OUTPUT_End_TM"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-4/OUTPUT_End_TY"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-4/PROCESS_ChangedCharacters"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-6/FILE_S1_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-6/FILE_S2_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-6/FILE_S3_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-6/FILE_S4_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-6/FILE_S5_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-6/FILE_S6_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-6/FILE_S7_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-6/FILE_S8_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-6/FILE_S9_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-6/FILE_SA_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-6/FILE_W1_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-6/FILE_W2_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-6/FILE_W3_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-6/JDBC_SubsetSize"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-6/OUTPUT_Directory"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-6/OUTPUT_End_CM"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-6/OUTPUT_End_Depot"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-6/OUTPUT_End_Level1"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-6/OUTPUT_End_Level10"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-6/OUTPUT_End_Level2"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-6/OUTPUT_End_Level3"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-6/OUTPUT_End_Level4"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-6/OUTPUT_End_Level5"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-6/OUTPUT_End_Level6"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-6/OUTPUT_End_Level7"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-6/OUTPUT_End_Level8"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-6/OUTPUT_End_Level9"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-6/OUTPUT_End_Upper"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-6/PROCESS_changed_Caracters"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-7/FILE_L1_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-7/JDBC_SubsetSize"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-7/JDBC_TimeOut"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-7/OUTPUT_Directory"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-7/PROCESS_ChangedCharacters"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-8/FILE_C1_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-8/FILE_C2_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-8/FILE_C6_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-8/FILE_C7_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-8/FILE_M1_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-8/FILE_M2_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-8/FILE_ZB_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-8/FILE_ZC_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-8/JDBC_SubsetSize"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-8/JDBC_TimeOut"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-8/OUTPUT_Directory"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-8/PROCESS_ChangedCharacters"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-8/PROCESS_End_Batch_DCF_Doctor_Master"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-8/PROCESS_End_Batch_DCF_Doctor_Site_Master"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-8/PROCESS_End_Batch_DCF_Doctor_Site_RelationShip"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-8/PROCESS_End_Batch_Master_Uni_Master"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-8/PROCESS_End_Batch_Ult_Academic_Society_Master"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-8/PROCESS_End_Batch_Ult_Doctor_Academic_Society_Rel"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-8/PROCESS_End_Batch_Ult_Position_Master"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-A-8/PROCESS_End_Batch_Ult_University_Master"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-10/INPUT_LogDeleteMCallPromo"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-10/INPUT_LogDeleteMGift"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-10/INPUT_LogDeleteMPeriodical"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-10/INPUT_MCallPromoQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-10/INPUT_MGiftQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-10/INPUT_MPeriodicalQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-10/JDBC_Timeout"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-10/OUTPUT_Adapter"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-10/OUTPUT_Canonical"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/INPUT_SiteBasicMaster_PublicationQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/INPUT_SiteEmergencyContact_Id_PublicationQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/INPUT_SiteEmergencyContact_PublicationQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/INPUT_SiteMaster_Instrial_PublicationQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/INPUT_SiteMaster_SubQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/INPUT_SiteMaster_insmain_PublicationQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/INPUT_SiteMaster_insmain_id_PublicationQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/INPUT_SiteMaster_mhosptrain_PublicatiojnQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/JDBC_Timeout"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/OUTPUT_BackupDirectory_SiteBAsicMaster"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/OUTPUT_ErrorDirectory_SiteBasicMaster"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/OUTPUT_FileName_SiteBasicMaster"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/OUTPUT_OutDirectory_SiteBasicMaster"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/OUTPUT_SiteBasicMaster_EndLotTopic"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/OUTPUT_SiteBasicMaster_EndQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/OUTPUT_SiteBasicMaster_PubQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/OUTPUT_SiteBasicMaster_PublicationQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/OUTPUT_SiteEmergencyContact_EndQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/OUTPUT_SiteEmergencyContact_PublicationQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/OUTPUT_SiteMaster_EndQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/OUTPUT_SiteMaster_PublicationQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-5/OUTPUT_WorkDirectory_SiteBasicMaster"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_DoctorMasterInsmainQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_DoctorMasterMainQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_DoctorMasterQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_DoctorMasterTrialQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_DoctorOut_sub1"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_DoctorOut_sub2"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_DoctorOut_sub3"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_DoctorOut_sub4"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_DoctorSpecializationQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_DoctorSpecialization_logDelete_Queue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_OutDeptLogDeleteQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_OutDeptQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_OutSpecLogDeleteQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_OutSpecQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_OutSpecSubLogDeleteQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_OutSpecSubQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_OutTitleLogDeleteQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_OutTitleQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_SiteDoctor"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_SiteHistQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_SiteLinkQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_SiteLogDelete"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_SpecializationLogDeleteQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/INPUT_SpecializationQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/JDBC_TimeOut"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/OUTPUT_Cannonical"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/OUTPUT_CanonicalDoctorMaster"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/OUTPUT_CanonicalOut"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/OUTPUT_CanonicalSite"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/OUTPUT_CanonicalSpecialization"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/OUTPUT_DoctorMasterQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/OUTPUT_DoctorOut_sub1"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/OUTPUT_DoctorOut_sub2"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/OUTPUT_DoctorOut_sub3"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/OUTPUT_DoctorOut_sub4"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/OUTPUT_DoctorSpecification"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/OUTPUT_EndDoctorMaster"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N1-B-9/OUTPUT_SiteDoctor"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-1/INPUT_CompletionDirectory"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-1/INPUT_Directory"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-1/INPUT_ErrorDirectory"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-1/INPUT_Filename"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-1/INPUT_PublicationQueue"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-1/INPUT_WorkDirectory"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-1/JDBC_TimeOutInsert"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-1/JDBC_TimeOutSelect"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-1/JDBC_TimeOutTruncate"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-1/OUTPUT_End"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_T3_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_T4_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_T7_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_T8_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_T9_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_TH_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_TI_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_TJ_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_TK_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_TL_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_TM_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_TN_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_TO_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_TP_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_TQ_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_TR_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_TS_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/FILE_Y1_Encoding"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/INPUT_CompletionDirectory"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/INPUT_Directory"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/INPUT_ErrorDirectory"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/INPUT_FileName"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/INPUT_PublicationTopic"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/INPUT_WorkDirectory"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/JDBC_SubsetSize"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/JDBC_TimeOut"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/OUTPUT_Dest_ExWholesaler"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/OUTPUT_Dest_ExWholesalerDate"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/OUTPUT_Dest_T1"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/OUTPUT_Dest_T3"
"BSFA-TerminationFile"~|~"TerminationFile.ear"~|~"CMN2-CLSB"~|~"BW"~|~"N3-A-2/OUTPUT_Dest_T4"
